venta_id,cliente_id,producto_id,fecha_venta,cantidad,precio_unitario,total,canal,sucursal_id,vendedor
VEN002761,CLI00910,PROD0131,2024-11-08,5,14614.7,73073.5,Online,SUC010,
VEN002762,CLI01183,PROD0286,2024-03-04,7,13545.27,94816.89,Tienda,SUC005,L. Pérez
VEN002763,CLI00499,PROD0163,2025-06-22,3,14627.56,43882.68,,SUC010,A. Torres
VEN002764,CLI00200,PROD0060,2023-04-27,2,4932.5,9865.0,,SUC009,L. Pérez
VEN002765,CLI00146,PROD0274,2025-04-20,5,8308.12,41540.6,,SUC007,
VEN002766,CLI01135,PROD0343,2024-03-31,6,11287.31,67723.86,Tienda,SUC002,M. Rojas
VEN002767,CLI00732,PROD0296,2023-08-30,7,9136.87,63958.09,Distribuidor,SUC999,M. Rojas
VEN002768,CLI00108,PROD0338,2024-02-11,8,3080.34,24642.72,,SUC005,
VEN002769,CLI00018,PROD0021,2023-10-30,3,1305.33,3915.99,,SUC007,L. Pérez
VEN002770,CLI00318,PROD0178,2025-10-11,10,6354.03,63540.3,,SUC003,A. Torres
VEN002771,CLI00686,PROD0170,2026-01-24,5,8930.07,44650.35,Tienda,SUC010,
VEN002772,CLI00992,PROD0281,2023-10-16,2,7064.7,14129.4,Online,SUC005,C. Vargas
VEN002773,CLI00524,PROD0312,2024-07-27,9,4763.27,42869.43,Marketplace,SUC005,C. Vargas
VEN002774,CLI00011,PROD0151,2025-07-22,3,10851.71,34739.57,Online,SUC008,
VEN002775,CLI00517,PROD0350,2024-01-05,8,3425.93,27407.44,Online,SUC005,C. Vargas
VEN002776,CLI00161,PROD0235,2025-10-19,3,1044.18,3132.54,Call Center,SUC009,A. Torres
VEN002777,CLI00556,PROD0177,2024-01-06,3,1374.17,4122.51,Marketplace,SUC008,C. Vargas
VEN002778,CLI01032,PROD0266,2025-07-20,10,2768.41,27684.1,Distribuidor,SUC009,
VEN002779,CLI00945,PROD0241,2024-08-23,6,3049.71,18298.26,Call Center,SUC006,
VEN002780,CLI00529,PROD0232,2023-05-22,5,11062.67,55313.35,Tienda,SUC005,A. Torres
VEN002781,CLI00237,PROD0313,2026-04-05,3,4932.83,14798.49,,SUC004,C. Vargas
VEN002782,CLI00007,PROD0169,2025-06-09,10,4862.72,48627.2,Tienda,SUC008,L. Pérez
VEN002783,CLI00132,PROD0298,2024-05-29,4,9006.78,36027.12,Marketplace,SUC004,
VEN002784,CLI00056,PROD0057,2024-07-24,3,6729.21,20187.63,Distribuidor,SUC005,L. Pérez
VEN002785,CLI00981,PROD0310,2025-05-14,4,1660.79,6643.16,,SUC999,L. Pérez
VEN002786,CLI00834,PROD0061,2025-01-07,2,5099.7,10199.4,Marketplace,SUC009,C. Vargas
VEN002787,CLI00279,PROD0068,2023-05-08,4,7160.26,28641.04,Marketplace,SUC001,C. Vargas
VEN002788,CLI00687,PROD0315,2025-11-27,5,14104.84,70524.2,Online,SUC006,M. Rojas
VEN002789,CLI00210,PROD0194,2023-09-26,1,13822.81,13822.81,,SUC003,C. Vargas
VEN002790,CLI00614,PROD0124,2023-04-19,4,12373.44,49493.76,Tienda,SUC008,M. Rojas
VEN002791,CLI01008,PROD0035,2025-04-27,9,6873.86,61864.74,,SUC999,M. Rojas
VEN002792,CLI00583,PROD0153,2024-12-22,8,7068.83,56550.64,Marketplace,SUC004,A. Torres
VEN002793,CLI00216,PROD0067,2024-03-05,2,3354.81,6709.62,Distribuidor,SUC001,C. Vargas
VEN002794,CLI01116,PROD0096,2025-09-26,9,8827.67,79449.03,Distribuidor,SUC001,C. Vargas
VEN002795,CLI00853,PROD0040,2024-09-03,6,2254.99,13529.94,Call Center,SUC010,
VEN002796,CLI00679,PROD0263,2025-02-10,7,8007.96,56055.72,Tienda,SUC006,C. Vargas
VEN002797,CLI00668,PROD0152,2025-12-06,2,1730.54,3461.08,Online,SUC003,
VEN002798,CLI01070,PROD0091,2023-10-13,6,8936.7,53620.2,Online,SUC003,
VEN002799,CLI01107,PROD0196,2026-04-11,7,3718.01,26026.07,Online,SUC006,
VEN002800,CLI00559,PROD0200,2025-12-13,10,4858.86,48588.6,Call Center,SUC003,
VEN002801,CLI01028,PROD0081,2024-08-09,9,14280.1,128520.9,Marketplace,SUC001,L. Pérez
VEN002802,CLI00316,PROD0023,2023-06-12,4,8544.19,34176.76,,SUC004,M. Rojas
VEN002803,CLI01107,PROD0285,2023-07-06,8,9839.89,78719.12,,SUC003,M. Rojas
VEN002804,CLI00327,PROD0009,2025-06-04,4,13255.12,53020.48,Marketplace,SUC009,C. Vargas
VEN002805,CLI00601,PROD0065,2025-09-11,8,4309.44,34475.52,Distribuidor,SUC007,M. Rojas
VEN002806,CLI00876,PROD0278,2024-01-17,6,1632.2,9793.2,Marketplace,SUC003,
VEN002807,CLI00948,PROD0194,2024-05-13,1,13822.81,13822.81,Tienda,SUC001,
VEN002808,CLI00990,PROD0230,2024-04-08,9,9910.93,89198.37,Call Center,SUC008,A. Torres
VEN002809,CLI00015,PROD0209,2026-01-04,3,13935.95,41807.85,Tienda,SUC004,L. Pérez
VEN002810,CLI00711,PROD0326,2025-09-10,6,11155.06,66930.36,Tienda,SUC006,C. Vargas
VEN002811,CLI00356,PROD0099,2025-07-16,3,13694.9,41084.7,Marketplace,SUC999,A. Torres
VEN002812,CLI00115,PROD0131,2024-03-12,6,14614.7,87688.2,Call Center,SUC009,L. Pérez
VEN002813,CLI01197,PROD0241,2023-05-05,4,3049.71,12198.84,Tienda,SUC008,M. Rojas
VEN002814,CLI00260,PROD0088,2024-12-06,9,1599.16,14392.44,Marketplace,SUC001,L. Pérez
VEN002815,CLI00335,PROD0131,2023-11-09,1,14614.7,14614.7,Call Center,SUC006,L. Pérez
VEN002816,CLI00595,PROD0211,2024-04-01,9,13192.01,118728.09,Distribuidor,SUC008,C. Vargas
VEN002817,CLI00080,PROD0151,2023-08-01,2,10851.71,21703.42,Marketplace,SUC008,
VEN002818,CLI01101,PROD0036,2026-04-10,6,9034.08,54204.48,Marketplace,SUC999,L. Pérez
VEN002819,CLI00819,PROD0331,2024-04-21,8,797.92,6383.36,Distribuidor,SUC007,L. Pérez
VEN002820,CLI00779,PROD0312,2024-08-31,1,4763.27,4763.27,Call Center,SUC009,L. Pérez
VEN002821,CLI00884,PROD0256,2024-02-29,4,8297.81,33191.24,Tienda,SUC003,
VEN002822,CLI00145,PROD0084,2026-01-19,5,14593.44,72967.2,Distribuidor,SUC006,L. Pérez
VEN002823,CLI01095,PROD0239,2023-03-01,8,9249.05,73992.4,Online,SUC999,C. Vargas
VEN002824,CLI00332,PROD0123,2024-10-02,10,1345.76,13457.6,Distribuidor,SUC010,L. Pérez
VEN002825,CLI00327,PROD0216,2023-03-07,5,7634.56,38172.8,Marketplace,SUC007,A. Torres
VEN002826,CLI01137,PROD0305,2024-02-27,6,12381.31,74287.86,Online,SUC002,M. Rojas
VEN002827,CLI00097,PROD0116,2026-03-25,4,4628.17,18512.68,Distribuidor,SUC001,A. Torres
VEN002828,CLI98172,PROD0259,2025-02-08,2,7982.29,15964.58,Tienda,SUC009,M. Rojas
VEN002829,CLI00508,PROD0183,2026-01-30,7,5242.2,36695.4,Distribuidor,SUC001,L. Pérez
VEN002830,CLI01123,PROD0039,2026-01-12,1,14556.36,14556.36,,SUC001,A. Torres
VEN002831,CLI00750,PROD0112,2025-07-25,4,11454.65,45818.6,Call Center,SUC004,L. Pérez
VEN002832,CLI00827,PROD0235,2023-09-22,1,1044.18,1044.18,,SUC999,C. Vargas
VEN002833,CLI01006,PROD0085,2025-08-01,9,10844.59,97601.31,Online,SUC006,C. Vargas
VEN002834,CLI00750,PROD0312,2025-01-23,7,4763.27,33342.89,Marketplace,SUC010,L. Pérez
VEN002835,CLI00724,PROD0254,2026-03-09,6,12943.46,77660.76,Call Center,SUC010,
VEN002836,CLI00760,PROD0189,2024-12-02,1,1564.41,1564.41,Call Center,SUC999,M. Rojas
VEN002837,CLI00793,PROD0069,2023-06-19,10,12822.62,128226.2,Marketplace,SUC002,L. Pérez
VEN002838,CLI01053,PROD0187,2023-06-02,5,3180.25,15901.25,Distribuidor,SUC004,
VEN002839,CLI00707,PROD0083,2023-09-26,6,1018.95,6113.7,,SUC999,L. Pérez
VEN002840,CLI00294,PROD0032,2025-12-20,8,8822.97,70583.76,,SUC009,M. Rojas
VEN002841,CLI00153,PROD0202,2023-07-17,6,8635.17,51811.02,Online,SUC010,M. Rojas
VEN002842,CLI00190,PROD0154,2025-10-03,6,11243.35,67460.1,Call Center,SUC005,L. Pérez
VEN002843,CLI00306,PROD0031,2023-03-24,4,7041.94,28167.76,,SUC003,C. Vargas
VEN002844,CLI00790,PROD0319,2025-08-06,5,14251.99,71259.95,Tienda,SUC001,
VEN002845,CLI01121,PROD0073,2023-04-27,5,14845.72,74228.6,Tienda,SUC006,M. Rojas
VEN002846,CLI00353,PROD0047,2024-08-05,3,2860.16,8580.48,Call Center,SUC001,M. Rojas
VEN002847,CLI01194,PROD0103,2023-02-15,7,13596.81,74889.72,Distribuidor,SUC005,A. Torres
VEN002848,CLI00361,PROD0046,2023-03-21,0,7546.77,0.0,Call Center,SUC999,M. Rojas
VEN002849,CLI00725,PROD0245,2024-10-11,10,13527.72,135277.2,Distribuidor,SUC010,A. Torres
VEN002850,CLI00056,PROD0145,2024-06-01,8,12162.03,97296.24,Online,SUC003,M. Rojas
VEN002851,CLI00316,PROD0167,2025-04-12,5,1547.06,7735.3,Online,SUC002,
VEN002852,CLI00179,PROD0059,2024-09-11,4,5213.52,20854.08,,SUC004,L. Pérez
VEN002853,CLI01029,PROD0188,2023-05-21,8,12678.56,101428.48,Tienda,SUC004,
VEN002854,CLI00886,PROD0091,2025-05-25,8,8936.7,71493.6,Distribuidor,SUC007,A. Torres
VEN002855,CLI00381,PROD0253,2024-08-17,4,3128.43,12513.72,Tienda,SUC002,A. Torres
VEN002856,CLI00309,PROD0014,2023-06-26,3,9121.28,27363.84,,SUC004,
VEN002857,CLI00172,PROD0115,2023-07-08,1,11841.79,11841.79,Call Center,SUC010,L. Pérez
VEN002858,CLI01148,PROD0018,2025-12-12,3,10673.33,32019.99,Distribuidor,SUC001,
VEN002859,CLI01117,PROD0331,2023-05-24,9,797.92,7181.28,Distribuidor,SUC007,C. Vargas
VEN002860,CLI00619,PROD0185,2024-01-21,3,1527.12,4581.36,Online,SUC010,A. Torres
VEN002861,CLI01180,PROD0303,2025-11-16,1,7389.56,7389.56,Tienda,SUC002,M. Rojas
VEN002862,CLI00394,PROD0165,2026-02-24,7,3366.76,23567.32,,SUC004,A. Torres
VEN002863,CLI00906,PROD0078,2025-06-01,4,9860.05,39440.2,,SUC007,C. Vargas
VEN002864,CLI00111,PROD0154,2025-09-18,2,11243.35,22486.7,Online,SUC001,M. Rojas
VEN002865,CLI01123,PROD0289,2023-08-24,2,4736.45,9472.9,Distribuidor,SUC008,L. Pérez
VEN002866,CLI00074,PROD0165,2023-08-18,1,3366.76,3366.76,Tienda,SUC004,M. Rojas
VEN002867,CLI00047,PROD0128,2024-06-23,5,11227.37,56136.85,Distribuidor,SUC006,C. Vargas
VEN002868,CLI00057,PROD0253,2024-06-08,2,3128.43,6256.86,Distribuidor,SUC008,C. Vargas
VEN002869,CLI00707,PROD0030,2025-07-18,8,10509.82,84078.56,Call Center,SUC003,L. Pérez
VEN002870,CLI00941,PROD0078,2023-06-04,4,9860.05,39440.2,Marketplace,SUC004,A. Torres
VEN002871,CLI00808,PROD0014,2025-10-15,4,9121.28,36485.12,,SUC009,A. Torres
VEN002872,CLI00191,PROD0334,2024-10-08,1,11176.69,11176.69,,SUC008,A. Torres
VEN002873,CLI00385,PROD0294,2025-02-15,10,12455.18,124551.8,Tienda,SUC001,C. Vargas
VEN002874,CLI00818,PROD0237,2023-01-28,1,8343.51,8343.51,Call Center,SUC010,
VEN002875,CLI00576,PROD0207,2025-03-23,10,841.92,8419.2,Marketplace,SUC999,
VEN002876,CLI00503,PROD0071,2024-03-22,4,5569.41,22277.64,,SUC008,A. Torres
VEN002877,CLI00060,PROD9110,2025-12-06,6,3128.43,18770.58,Online,SUC001,
VEN002878,CLI01015,PROD0034,2023-04-10,5,2847.32,14236.6,Distribuidor,SUC007,M. Rojas
VEN002879,CLI00512,PROD0094,2024-09-02,4,9569.6,38278.4,Tienda,SUC001,C. Vargas
VEN002880,CLI00692,PROD0274,2024-08-23,8,8308.12,66464.96,Call Center,SUC009,
VEN002881,CLI01131,PROD0099,2023-12-17,10,13694.9,136949.0,Tienda,SUC008,L. Pérez
VEN002882,CLI00011,PROD0296,2024-01-17,8,9136.87,73094.96,Tienda,SUC009,L. Pérez
VEN002883,CLI01110,PROD0073,2026-02-01,6,14845.72,89074.32,Call Center,SUC005,L. Pérez
VEN002884,CLI00648,PROD0058,2023-08-23,4,3766.97,15067.88,Distribuidor,SUC007,A. Torres
VEN002885,CLI00440,PROD0160,2023-12-05,9,6825.24,61427.16,Tienda,SUC007,C. Vargas
VEN002886,CLI01112,PROD0288,2026-01-26,4,10920.88,43683.52,,SUC008,M. Rojas
VEN002887,CLI00812,PROD0289,2023-10-25,4,4736.45,18945.8,Tienda,SUC009,A. Torres
VEN002888,CLI00067,PROD0133,2025-04-22,4,9774.13,39096.52,Call Center,SUC008,L. Pérez
VEN002889,CLI01063,PROD0160,2025-05-12,7,6825.24,47776.68,Call Center,SUC009,C. Vargas
VEN002890,CLI00983,PROD0137,2025-03-15,2,1558.4,3116.8,Tienda,SUC008,A. Torres
VEN002891,CLI00267,PROD0020,2024-04-11,7,6274.86,43924.02,Online,SUC008,L. Pérez
VEN002892,CLI00707,PROD0087,2025-06-24,10,12424.92,124249.2,Marketplace,SUC007,A. Torres
VEN002893,CLI00250,PROD0134,2025-11-17,6,8642.33,51853.98,Call Center,SUC001,
VEN002894,CLI00212,PROD0057,2024-06-02,5,6729.21,33646.05,Online,SUC006,C. Vargas
VEN002895,CLI00366,PROD0279,2024-09-30,2,10787.9,21575.8,,SUC004,C. Vargas
VEN002896,CLI00141,PROD0038,2026-01-08,7,14480.27,101361.89,Marketplace,SUC002,A. Torres
VEN002897,CLI00629,PROD0198,2024-02-11,1,12726.18,12726.18,Marketplace,SUC002,A. Torres
VEN002898,CLI01058,PROD0312,2025-03-29,3,4763.27,14289.81,,SUC001,L. Pérez
VEN002899,CLI00700,PROD0174,2025-02-15,5,11586.29,57931.45,Call Center,SUC005,M. Rojas
VEN002900,CLI00816,PROD0257,2025-02-16,4,5820.26,23281.04,Distribuidor,SUC005,M. Rojas
VEN002901,CLI01024,PROD0232,2024-06-30,2,11062.67,22125.34,Online,SUC004,L. Pérez
VEN002902,CLI00559,PROD0324,2024-07-29,6,4939.52,29637.12,Call Center,SUC010,L. Pérez
VEN002903,CLI00841,PROD0218,2023-01-19,1,2371.03,2371.03,Tienda,SUC001,A. Torres
VEN002904,CLI00190,PROD0308,2023-10-09,7,4507.75,31554.25,Tienda,SUC008,M. Rojas
VEN002905,CLI00452,PROD0268,2025-08-23,7,4420.62,30944.34,Call Center,SUC999,M. Rojas
VEN002906,CLI00203,PROD0334,2024-03-01,8,11176.69,89413.52,Marketplace,SUC009,M. Rojas
VEN002907,CLI01096,PROD0189,2026-04-04,1,1564.41,1564.41,Call Center,SUC999,C. Vargas
VEN002908,CLI00044,PROD0300,2024-06-13,4,13656.68,54626.72,Online,SUC010,
VEN002909,CLI00175,PROD0209,2023-03-09,6,13935.95,83615.7,Distribuidor,SUC002,A. Torres
VEN002910,CLI00388,PROD0211,2023-02-09,5,13192.01,65960.05,Tienda,SUC005,
VEN002911,CLI00516,PROD0288,2024-01-22,5,10920.88,54604.4,,SUC008,C. Vargas
VEN002912,CLI00070,PROD0008,2023-12-20,7,5690.78,39835.46,Marketplace,SUC010,L. Pérez
VEN002913,CLI01181,PROD0172,2024-09-16,2,3433.26,6866.52,Tienda,SUC010,L. Pérez
VEN002914,CLI00523,PROD0146,2025-03-03,10,12718.85,127188.5,Marketplace,SUC010,L. Pérez
VEN002915,CLI00602,PROD0071,2025-09-01,2,5569.41,11138.82,,SUC006,C. Vargas
VEN002916,CLI00268,PROD0244,2023-12-12,6,6178.37,37070.22,Distribuidor,SUC001,A. Torres
VEN002917,CLI00230,PROD0213,2025-07-04,2,10256.52,20513.04,Tienda,SUC005,L. Pérez
VEN002918,CLI00945,PROD0297,2024-10-15,5,14355.01,71775.05,Distribuidor,SUC003,M. Rojas
VEN002919,CLI00642,PROD0346,2025-04-18,2,14659.62,29319.24,,SUC004,
VEN002920,CLI00467,PROD0084,2025-11-19,7,14593.44,84052.21,Distribuidor,SUC008,A. Torres
VEN002921,CLI00095,PROD0028,2025-06-30,2,7373.79,14747.58,Online,SUC008,
VEN002922,CLI00212,PROD0065,2024-08-04,10,4309.44,43094.4,,SUC999,L. Pérez
VEN002923,CLI00919,PROD0208,2024-05-05,2,10969.19,21938.38,Online,SUC005,
VEN002924,CLI00618,PROD0287,2024-08-13,5,494.82,2474.1,Tienda,SUC999,M. Rojas
VEN002925,CLI00642,PROD0180,2026-01-14,3,8886.71,26660.13,Tienda,SUC999,M. Rojas
VEN002926,CLI00990,PROD0087,2025-08-24,9,12424.92,111824.28,,SUC006,C. Vargas
VEN002927,CLI01008,PROD0294,2023-09-13,9,12455.18,112096.62,,SUC004,A. Torres
VEN002928,CLI00284,PROD0213,2025-02-13,6,10256.52,61539.12,Call Center,SUC999,C. Vargas
VEN002929,CLI91356,PROD0050,2025-11-26,6,12063.08,72378.48,Distribuidor,SUC003,A. Torres
VEN002930,CLI01075,PROD0240,2025-12-04,1,10887.41,10887.41,Distribuidor,SUC005,A. Torres
VEN002931,CLI00005,PROD0250,2023-09-05,10,5552.77,55527.7,Online,SUC007,A. Torres
VEN002932,CLI00156,PROD0154,2024-06-11,7,11243.35,78703.45,Call Center,SUC007,A. Torres
VEN002933,CLI00212,PROD0299,2024-05-08,9,14557.94,131021.46,Online,SUC010,C. Vargas
VEN002934,CLI00744,PROD0156,2024-09-10,3,3797.53,11392.59,Marketplace,SUC004,
VEN002935,CLI01120,PROD0334,2024-01-14,6,11176.69,67060.14,Tienda,SUC008,C. Vargas
VEN002936,CLI00599,PROD0287,2023-04-26,8,2319.53,18556.24,Marketplace,SUC009,
VEN002937,CLI00248,PROD0324,2024-11-28,0,4939.52,0.0,Tienda,SUC003,L. Pérez
VEN002938,CLI00195,PROD0081,2026-02-10,2,14280.1,28560.2,Online,SUC009,M. Rojas
VEN002939,CLI00340,PROD0208,2026-03-16,8,10969.19,87753.52,Distribuidor,SUC001,
VEN002940,CLI00838,PROD0341,2025-04-23,7,8191.63,57341.41,,SUC001,M. Rojas
VEN002941,CLI01109,PROD0221,2024-02-21,6,4842.27,29053.62,Distribuidor,SUC004,
VEN002942,CLI00740,PROD0236,2025-04-19,2,4332.26,8664.52,Call Center,SUC007,
VEN002943,CLI00274,PROD0056,2023-01-29,1,5095.05,5095.05,Tienda,SUC999,C. Vargas
VEN002944,CLI00020,PROD0304,2025-07-04,1,10693.02,10693.02,Online,SUC004,C. Vargas
VEN002945,CLI01066,PROD0032,2025-11-14,9,8822.97,79406.73,,SUC007,C. Vargas
VEN002946,CLI01188,PROD0116,2023-03-16,3,4628.17,13884.51,Marketplace,SUC001,
VEN002947,CLI01055,PROD0121,2025-10-30,5,14125.34,70626.7,Call Center,SUC010,M. Rojas
VEN002948,CLI00892,PROD0252,2026-01-12,5,11015.07,55075.35,Marketplace,SUC007,M. Rojas
VEN002949,CLI00840,PROD0178,2025-08-30,1,6354.03,6354.03,Call Center,SUC999,L. Pérez
VEN002950,CLI00697,PROD0203,2025-06-23,6,380.62,2283.72,Tienda,SUC007,C. Vargas
VEN002951,CLI00810,PROD0185,2023-07-03,5,1527.12,7635.6,Distribuidor,SUC009,M. Rojas
VEN002952,CLI01029,PROD0053,2026-04-15,8,1719.5,13756.0,Call Center,SUC008,C. Vargas
VEN002953,CLI01183,PROD0180,2023-03-24,1,8886.71,8886.71,Tienda,SUC005,L. Pérez
VEN002954,CLI00272,PROD0077,2027-07-06,1,4329.94,4329.94,Marketplace,SUC010,M. Rojas
VEN002955,CLI00120,PROD0111,2025-03-07,3,1463.79,4391.37,,SUC005,L. Pérez
VEN002956,CLI00352,PROD0191,2024-04-01,8,14391.66,115133.28,Tienda,SUC001,
VEN002957,CLI00068,PROD0237,2023-03-22,5,8343.51,41717.55,,SUC007,M. Rojas
VEN002958,CLI00687,PROD0045,2025-11-20,7,11119.42,77835.94,Call Center,SUC003,M. Rojas
VEN002959,CLI00557,PROD0239,2025-09-07,7,9249.05,64743.35,Call Center,SUC002,M. Rojas
VEN002960,CLI00702,PROD0286,2025-09-14,4,13545.27,54181.08,,SUC010,
VEN002961,CLI00051,PROD0032,2024-03-05,6,8822.97,52937.82,Marketplace,SUC007,
VEN002962,CLI00428,PROD0100,2025-10-05,3,6007.44,18022.32,Marketplace,SUC004,M. Rojas
VEN002963,CLI00529,PROD0067,2025-12-27,3,3354.81,10064.43,Call Center,SUC007,M. Rojas
VEN002964,CLI01065,PROD0119,2023-10-14,8,4861.59,38892.72,Tienda,SUC008,M. Rojas
VEN002965,CLI00382,PROD0173,2024-03-01,10,2179.01,21790.1,Online,SUC001,M. Rojas
VEN002966,CLI00470,PROD0242,2023-01-15,1,9426.84,9426.84,Distribuidor,SUC010,L. Pérez
VEN002967,CLI00292,PROD0336,2024-05-29,4,3271.36,13085.44,Online,SUC004,C. Vargas
VEN002968,CLI00023,PROD0137,2024-01-27,4,1558.4,6233.6,Tienda,SUC004,A. Torres
VEN002969,CLI01101,PROD0264,2025-12-28,4,10364.96,41459.84,Call Center,SUC006,C. Vargas
VEN002970,CLI00169,PROD0066,2025-09-24,6,6963.5,41781.0,Distribuidor,SUC999,A. Torres
VEN002971,CLI00552,PROD0238,2025-06-19,4,3468.24,13872.96,Online,SUC010,
VEN002972,CLI00762,PROD0347,2025-09-04,2,677.58,1355.16,Marketplace,SUC010,C. Vargas
VEN002973,CLI01107,PROD0009,2024-08-28,7,13255.12,92785.84,Call Center,SUC006,L. Pérez
VEN002974,CLI00620,PROD0074,2025-01-22,2,3209.01,6418.02,Marketplace,SUC999,
VEN002975,CLI00456,PROD0238,2023-11-19,10,3468.24,34682.4,Marketplace,SUC005,A. Torres
VEN002976,CLI00662,PROD0106,2025-07-11,3,4534.42,13603.26,Tienda,SUC999,
VEN002977,CLI00878,PROD0268,2025-01-12,9,4420.62,39785.58,Distribuidor,SUC004,L. Pérez
VEN002978,CLI00272,PROD0270,2024-03-13,9,10522.7,94704.3,,SUC010,A. Torres
VEN002979,CLI00453,PROD0309,2025-08-17,8,7000.85,56006.8,,SUC999,
VEN002980,CLI00446,PROD0347,2023-06-14,4,677.58,2710.32,,SUC006,A. Torres
VEN002981,CLI00488,PROD0085,2025-11-10,2,10844.59,21689.18,Call Center,SUC010,C. Vargas
VEN002982,CLI00708,PROD0186,2023-03-03,2,5318.06,10636.12,Tienda,SUC006,A. Torres
VEN002983,CLI00812,PROD0224,2025-12-09,7,14884.7,104192.9,Marketplace,SUC999,A. Torres
VEN002984,CLI00826,PROD0331,2024-04-02,8,797.92,6383.36,Call Center,SUC008,C. Vargas
VEN002985,CLI00965,PROD0048,2026-03-09,5,4310.21,21551.05,Distribuidor,SUC999,
VEN002986,CLI00878,PROD0127,2026-02-19,3,2802.89,8408.67,Distribuidor,SUC006,
VEN002987,CLI00183,PROD0001,2025-12-16,4,9563.34,38253.36,Call Center,SUC003,L. Pérez
VEN002988,CLI00301,PROD0241,2023-12-12,7,3049.71,21347.97,Tienda,SUC002,L. Pérez
VEN002989,CLI00722,PROD0290,2024-05-10,7,13205.62,92439.34,,SUC008,L. Pérez
VEN002990,CLI00422,PROD0294,2024-04-11,7,12455.18,87186.26,Distribuidor,SUC010,L. Pérez
VEN002991,CLI00690,PROD0306,2023-01-15,5,3040.87,15204.35,Tienda,SUC009,
VEN002992,CLI00713,PROD0165,2025-04-29,5,3366.76,16833.8,Call Center,SUC007,L. Pérez
VEN002993,CLI00407,PROD0039,2025-10-01,8,14556.36,75293.21,Tienda,SUC001,A. Torres
VEN002994,CLI00307,PROD0047,2023-10-27,1,2860.16,2860.16,,SUC008,M. Rojas
VEN002995,CLI00779,PROD0344,2024-03-29,7,13277.35,92941.45,,SUC003,L. Pérez
VEN002996,CLI00800,PROD0337,2024-02-24,8,2666.59,21332.72,,SUC003,M. Rojas
VEN002997,CLI00419,PROD0146,2025-07-14,9,12718.85,114469.65,Call Center,SUC010,M. Rojas
VEN002998,CLI00134,PROD0219,2023-01-11,7,8339.2,58374.4,Online,SUC010,A. Torres
VEN002999,CLI00069,PROD0309,2024-09-11,1,7000.85,7000.85,Distribuidor,SUC009,C. Vargas
VEN003000,CLI00812,PROD0012,2024-03-01,8,13150.61,105204.88,,SUC003,C. Vargas
VEN003001,CLI00634,PROD0156,2026-02-16,8,3797.53,30380.24,Distribuidor,SUC999,M. Rojas
VEN003002,CLI00961,PROD0264,2025-01-13,6,10364.96,62189.76,,SUC005,A. Torres
VEN003003,CLI00992,PROD0221,2023-02-17,1,4842.27,4842.27,Distribuidor,SUC004,C. Vargas
VEN003004,CLI00199,PROD0213,2025-01-19,5,10256.52,51282.6,,SUC009,A. Torres
VEN003005,CLI00030,PROD0147,2025-10-02,6,11446.2,68677.2,Tienda,SUC005,C. Vargas
VEN003006,CLI00892,PROD0295,2024-06-06,5,14212.6,71063.0,Marketplace,SUC004,M. Rojas
VEN003007,CLI01106,PROD0226,2023-04-27,9,755.75,6801.75,,SUC006,M. Rojas
VEN003008,CLI01027,PROD0294,2024-11-10,1,12455.18,12455.18,Marketplace,SUC007,L. Pérez
VEN003009,CLI00180,PROD0284,2025-06-25,4,7624.48,30497.92,Distribuidor,SUC005,C. Vargas
VEN003010,CLI00907,PROD0047,2025-12-18,10,2860.16,28601.6,Distribuidor,SUC009,M. Rojas
VEN003011,CLI00912,PROD0141,2024-06-24,4,7625.21,30500.84,Call Center,SUC001,
VEN003012,CLI00826,PROD0261,2024-03-14,6,14371.45,86228.7,Distribuidor,SUC001,C. Vargas
VEN003013,CLI00324,PROD0166,2023-11-03,1,7899.43,7899.43,Tienda,SUC001,
VEN003014,CLI01169,PROD9605,2024-07-28,7,797.92,5585.44,Marketplace,SUC010,M. Rojas
VEN003015,CLI00544,PROD0114,2024-04-20,5,11797.88,58989.4,Call Center,SUC005,
VEN003016,CLI00831,PROD0305,2023-12-29,6,12381.31,74287.86,Online,SUC003,A. Torres
VEN003017,CLI00729,PROD0200,2024-04-26,1,4858.86,4858.86,Distribuidor,SUC008,A. Torres
VEN003018,CLI00011,PROD0267,2023-04-03,9,2699.67,24297.03,Tienda,SUC006,L. Pérez
VEN003019,CLI00860,PROD0319,2025-02-20,5,14251.99,71259.95,Marketplace,SUC001,L. Pérez
VEN003020,CLI01204,PROD0031,2025-09-03,4,7041.94,28167.76,Marketplace,SUC005,C. Vargas
VEN003021,CLI00566,PROD0236,2026-04-08,7,4332.26,30325.82,Online,SUC999,A. Torres
VEN003022,CLI00873,PROD0042,2023-12-30,3,7088.47,21265.41,Online,SUC006,A. Torres
VEN003023,CLI00487,PROD0295,2024-10-03,7,14212.6,99488.2,Call Center,SUC009,C. Vargas
VEN003024,CLI01030,PROD0036,2023-04-01,10,9034.08,90340.8,Online,SUC005,A. Torres
VEN003025,CLI00643,PROD0267,2024-03-29,10,2699.67,26996.7,Tienda,SUC004,L. Pérez
VEN003026,CLI00269,PROD0279,2025-04-01,0,10787.9,0.0,Online,SUC002,M. Rojas
VEN003027,CLI01056,PROD0161,2023-01-01,6,3866.5,23199.0,Online,SUC003,
VEN003028,CLI00694,PROD0247,2025-11-28,4,14061.3,56245.2,Online,SUC002,A. Torres
